eps:         8.5
min_samples: 15
Silhouette score including outliers: 0.23140384541155726
Silhouette score excluding outliers: 0.34526787777798423

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            1639                16                21         1       181           111         27308                 0               315              1            305
           0           14962                16                21         1       246             0         29378                 0               372              0            408
           1              18                16                21         8        22           226          7081                 5               146              1             30
           2             124                16                21         4        70           347          8109                 6               113              2             50
           3              79                19                20        11        61          2608          5422                41                92             10             21
           4              26                17                17       123       123          1487          1492                 1                 1              8              8
           5              25                17                20         7        29           543          1349                 2                 5              6             15
           6              23                20                20        19        19          8219          8234               105               105             20             20
           7              23                18                20         6        26           600          4973                15               102              2             16
           8              42                17                20         9        44           378          1490                 1                 4              5             20
           9              58                17                21         3        29           661          4547                 8                55              2             13
          10             100                17                20         4        59           557          4654                 1                 8              9             86
          11              57                20                20        59        59         17658         17769               236               238             29             29
          12              16                19                19        16        17           659           666                 1                 1             12             13
          13              37                19                20        60        60          5123          5149                11                11             31             32
          14              11                17                20         3        12           350          1053                 1                 3             10             29
          15             101                16                17        10       121           255           775                 1                 3              2              6
          16              25                16                21         1        36           399          5677                 1                14             12            275
          17              17                16                21         6        18           408          4364                 5                55              2             22
          18              17                16                20         2        16           375          1873                 1                 5             10             82
          19              16                20                20        29        29          3379          3413                14                14             12             12
          20              15                16                20         4        67           202         11113                 0                 0              1             56
          21              15                18                21         5        44           359          1464                 1                 4              5             22
          22              58                16                20         3        27           382          2057                 1                 5              8             46
          23              46                20                20        11        11          1113          1122                 1                 1             18             19
          24              26                16                20         2        16           437           881                 1                 2             12             29
          25              28                16                20         2        18           516          4295                 1                 8              9             76
          26              88                20                20        21        21          1918          1934                 2                 2             33             34
          27              16                16                17        22        22          2623          2649                29                29              4              4
          28              21                16                20         3        38           357          3254                 1                 9              7             82
          29              17                16                20         7        39           590          6437                 3                32              5             55
          30              17                18                20         7        39           758          7641                 1                10             13            144
          31              17                16                20         5        25           129          2592                 3                57              1             19
          32              15                16                20         4        70           221          5212                10               158              1             23
          33              15                16                20         4        40           277          2226                 1                 8              5             38
          34              14                16                20         2        22           162          2265                 1                13              2             27
          35              17                16                21         2        17           484          3376                 1                 7             10             80
          36              11                16                20         2        30           334          3311                 1                10              6             63
          37              16                17                20         4        46           287          4984                 3                50              2             34
