eps:         8.5
min_samples: 10
Silhouette score including outliers: -0.5621590165162443
Silhouette score excluding outliers: -0.3145922582213469

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            7264                16                21         1       246             0         29378                 0               372              0            408
           0            7541                16                21         1        27            23           709                 0                 0              2             38
           1              98                16                21         2        17           209           257                 1                 1              6             16
           2              13                16                17         2        14           247           263                 0                 0              5              5
           3              15                20                20        44        44          4944          4950                71                71             28             28
           4              62                20                20        20        20          3197          3218                51                51             17             17
           5             379                16                20         1        15            66           192                 1                 1              3             15
           6             144                16                21         1        21           711           776                 0                 0             14             35
           7             131                17                17        19        19          2385          2417                30                30             27             30
           8              22                16                19         2        13           262           290                 0                 0              5              5
           9              33                20                20        61        61          5401          5411                92                92             20             20
          10              32                16                19         2        17           215           249                 0                 0              4              4
          11              48                16                16        30        30          1654          1662                 0                 0              9              9
          12              26                17                17       123       123          1487          1492                 1                 1              8              8
          13              16                20                20        17        17          1103          1111                 4                 4             12             12
          14              51                16                19         2        16           695           715                 0                 0             13             16
          15              17                16                17         3         8           875           894                 0                 0             27             41
          16              46                16                20         2        17           232           256                 2                 2              6             12
          17              22                20                20        19        19          8219          8222               105               105             20             20
          18              31                17                20         9        13           378           391                 1                 1              6              6
          19              43                20                20        29        29          4414          4430                55                55             13             13
          20              14                16                20         2        11           119           135                 0                 0              2              2
          21              42                16                19         2        11           128           153                 2                 2              4              8
          22               9                16                19         2         5           151           162                 2                 2              6             10
          23              34                16                20         1        14           165           188                 2                 2              5              9
          24              15                20                20        59        59         17658         17664               236               236             29             29
          25              16                19                19        16        17           659           666                 1                 1             12             13
          26             100                16                19         1        10            71           123                 3                 4              3              7
          27              41                16                20         2        14           818           846                 0                 0             18             31
          28              30                16                20         2        12           795           815                 0                 0             15             30
          29              15                20                20         9        17           393           397                 5                 5              8              8
          30              11                18                18         3         3          1116          1123                 0                 0             73             74
          31              13                19                19        64        64          7405          7408                 1                 1             99             99
          32              76                18                18        17        17          4561          4583                 8                 8             84             84
          33              15                20                20        19        19          2488          2493                11                11             49             49
          34              26                17                20        14        17          1131          1152                 0                 0             17             19
          35              36                19                20        60        60          5138          5149                11                11             32             32
          36              10                17                17        19        19          1946          1953                26                26             27             27
          37              18                16                19         2        14           143           163                 0                 0              2              2
          38             100                16                17       121       121           761           775                 3                 3              6              6
          39              20                16                19         3         5           264           291                 6                 6              7             11
          40              13                20                20        27        27          1895          1910                18                19             27             27
          41              14                20                20        26        26          4942          4955               102               102             16             16
          42              31                17                20         4        13          1317          1331                 0                 0             25             27
          43              12                20                20        33        33          3255          3264                48                48             19             19
          44              19                16                18         2         7           130           143                 3                 3              3              3
          45              12                20                20        19        19          2305          2321                 2                 2             15             15
          46              11                16                19         2         9           880           886                 0                 0             19             25
          47              10                16                16         2         2          1921          1921                 0                 0             52             52
          48              12                20                20        29        29          3413          3413                14                14             12             12
          49              15                16                19         2         6           193           206                 2                 2              5              9
          50              11                21                21        18        18          4361          4364                55                55             22             22
          51              14                16                19         3        10          1141          1150                 0                 0             19             22
          52              44                19                19        16        16           521           535                 4                 4              6              6
          53              22                19                20         4        10           459           475                 8                 9              9             11
          54              10                19                19        55        55          7846          7846                88                88             10             10
          55              46                20                20        11        11          1113          1122                 1                 1             18             19
          56              50                17                20         9        19          1424          1443                 0                 0             26             35
          57              17                16                20         2         8           437           442                 1                 1             16             21
          58              38                20                20        59        59         17724         17735               238               238             29             29
          59              52                18                18        19        19           518           535                 0                 0              5              5
          60              31                20                20         5         5          2003          2018                 5                 5             45             46
          61              11                16                18         1         5            48            60                 0                 0              1              1
          62              26                16                18         8        12           467           490                 4                 4             13             15
          63              18                16                19        11        11           524           531                 1                 1              9             10
          64              19                16                20        14        19          1156          1164                 0                 0             21             23
          65              39                17                17        16        16          5285          5301                 0                 0            108            108
          66              88                20                20        21        21          1918          1934                 2                 2             33             34
          67              23                16                19         2        11           835           857                 0                 0             30             45
          68              29                19                19        14        14          3190          3202                 0                 0             47             49
          69              12                17                18         3        11           776           787                 0                 0             20             30
          70              15                17                17        22        22          2640          2649                29                29              4              4
          71              17                17                19         2        11           748           764                 0                 0             11             15
          72              21                20                20        14        14          1787          1795                20                20             25             25
          73              13                18                19        19        21           765           770                 1                 1             15             17
          74              11                16                19         1        11           311           316                 1                 1             10             16
          75             125                16                18         2         3            93           102                 0                 0              1              1
          76              17                17                19         2         7           192           205                 1                 1              5              8
          77              11                20                20        11        11          3491          3495                54                54             13             13
          78              13                16                17         2         5            34            47                 0                 0              1              1
          79              13                16                20         7        16           848           855                 0                 0             16             19
          80              10                17                18         3        13           208           214                 3                 3              6              8
          81              36                20                20         6         6          1300          1309                 0                 0             17             18
          82              12                16                18         2         4            58            73                 2                 2              3              5
          83              10                18                18        18        18           414           422                 2                 2             12             12
          84              22                20                20        11        11          3529          3547                54                54             13             13
          85              12                16                19         5        10           908           921                 0                 0             31             41
          86              31                18                18         4         4           809           809                 0                 0              5              5
          87              28                18                18        17        17           420           433                 2                 2             16             16
          88              10                16                18         1         3            83            94                 2                 2              3              5
          89               7                16                19         2         8           125           132                 3                 3              4              7
          90              10                20                20        20        21          2659          2667                26                26             19             20
